date,year,month,time_id,country,country_id,case,last_yr_ir,ir,t2m,tp,rh,svpd,population,iobw,iobw_summer
2014/1/1,2014,1,1,Mexico,1,5187,194.8191002,4.3097,14.7405,23.9108,76.8008,0.3514,120355128,0.12,0.262666667
2014/2/1,2014,2,2,Mexico,1,5056,194.8191002,4.2009,17.7642,11.6774,71.7555,0.4935,120355128,0.065,0.262666667
2014/3/1,2014,3,3,Mexico,1,5246,194.8191002,4.3588,19.2102,29.9317,71.9221,0.535,120355128,0.118,0.262666667
2014/4/1,2014,4,4,Mexico,1,4466,194.8191002,3.7107,21.0481,35.5489,69.7436,0.6429,120355128,0.26,0.262666667
2014/5/1,2014,5,5,Mexico,1,6093,194.8191002,5.0625,21.1171,122.1857,78.742,0.4766,120355128,0.41,0.262666667
2014/6/1,2014,6,6,Mexico,1,8772,194.8191002,7.2884,21.8548,200.145,85.1236,0.3727,120355128,0.418,0.262666667
2014/7/1,2014,7,7,Mexico,1,11695,194.8191002,9.7171,21.3791,141.8482,86.5212,0.3252,120355128,0.276,0.262666667
2014/8/1,2014,8,8,Mexico,1,11334,194.8191002,9.4171,21.3578,144.8679,87.2738,0.3015,120355128,0.283,0.262666667
2014/9/1,2014,9,9,Mexico,1,15993,194.8191002,13.2882,20.6458,205.382,89.2023,0.2377,120355128,0.295,0.262666667
2014/10/1,2014,10,10,Mexico,1,25190,194.8191002,20.9297,19.4957,134.7896,85.699,0.2906,120355128,0.42,0.262666667
2014/11/1,2014,11,11,Mexico,1,18343,194.8191002,15.2407,16.7047,50.8574,81.1344,0.3162,120355128,0.383,0.262666667
2014/12/1,2014,12,12,Mexico,1,6844,194.8191002,5.6865,15.8865,27.0743,80.431,0.3105,120355128,0.37,0.262666667
2015/1/1,2015,1,13,Mexico,1,5661,103.8119378,4.6456,15.2692,30.2867,77.9157,0.3525,121858258,0.164,0.398333333
2015/2/1,2015,2,14,Mexico,1,3832,103.8119378,3.1446,16.4907,34.0002,76.62,0.3951,121858258,0.151,0.398333333
2015/3/1,2015,3,15,Mexico,1,5117,103.8119378,4.1991,17.8829,95.9944,77.9516,0.4074,121858258,0.321,0.398333333
2015/4/1,2015,4,16,Mexico,1,8207,103.8119378,6.7349,20.9881,53.6651,76.1784,0.5067,121858258,0.388,0.398333333
2015/5/1,2015,5,17,Mexico,1,11337,103.8119378,9.3034,21.2974,108.2579,81.1086,0.4229,121858258,0.486,0.398333333
2015/6/1,2015,6,18,Mexico,1,18365,103.8119378,15.0708,21.5738,169.1092,85.3867,0.3487,121858258,0.553,0.398333333
2015/7/1,2015,7,19,Mexico,1,29141,103.8119378,23.9138,21.4865,132.6297,86.4068,0.3282,121858258,0.561,0.398333333
2015/8/1,2015,8,20,Mexico,1,37018,103.8119378,30.3779,21.8395,130.3797,86.5629,0.3357,121858258,0.682,0.398333333
2015/9/1,2015,9,21,Mexico,1,34930,103.8119378,28.6645,21.1296,172.185,88.4198,0.2657,121858258,0.724,0.398333333
2015/10/1,2015,10,22,Mexico,1,35925,103.8119378,29.481,20.1468,126.0594,85.9243,0.2959,121858258,0.851,0.398333333
2015/11/1,2015,11,23,Mexico,1,23237,103.8119378,19.0689,18.6988,68.3971,83.6014,0.306,121858258,0.762,0.398333333
2015/12/1,2015,12,24,Mexico,1,6820,103.8119378,5.5967,16.5788,32.1246,79.1325,0.3418,121858258,0.898,0.398333333
2016/1/1,2016,1,25,Mexico,1,5318,180.2036368,4.3119,14.7478,28.0399,75.8132,0.3614,123333376,0.968,0.878666667
2016/2/1,2016,2,26,Mexico,1,7944,180.2036368,6.4411,16.9027,13.409,70.2529,0.5059,123333376,0.757,0.878666667
2016/3/1,2016,3,27,Mexico,1,6035,180.2036368,4.8932,18.9387,50.0972,72.83,0.5152,123333376,0.997,0.878666667
2016/4/1,2016,4,28,Mexico,1,4590,180.2036368,3.7216,21.2907,39.2147,70.9928,0.6189,123333376,0.937,0.878666667
2016/5/1,2016,5,29,Mexico,1,4855,180.2036368,3.9365,22.6135,77.4628,78.8587,0.4991,123333376,0.702,0.878666667
2016/6/1,2016,6,30,Mexico,1,6797,180.2036368,5.5111,21.928,170.9713,85.0856,0.3682,123333376,0.387,0.878666667
2016/7/1,2016,7,31,Mexico,1,9579,180.2036368,7.7668,22.0067,161.2207,86.2114,0.3575,123333376,0.261,0.878666667
2016/8/1,2016,8,32,Mexico,1,20215,180.2036368,16.3905,21.6023,213.6422,88.8632,0.2706,123333376,0.379,0.878666667
2016/9/1,2016,9,33,Mexico,1,22790,180.2036368,18.4784,20.9927,178.4785,88.4811,0.264,123333376,0.111,0.878666667
2016/10/1,2016,10,34,Mexico,1,23317,180.2036368,18.9057,19.9188,67.0088,85.4503,0.306,123333376,0.105,0.878666667
2016/11/1,2016,11,35,Mexico,1,14388,180.2036368,11.6659,17.5636,57.2515,83.7857,0.2964,123333376,0.191,0.878666667
2016/12/1,2016,12,36,Mexico,1,4243,180.2036368,3.4403,16.8668,31.7422,80.3393,0.3298,123333376,0.214,0.878666667
2017/1/1,2017,1,37,Mexico,1,2187,106.3532039,1.7527,16.0638,14.5971,73.7314,0.4235,124777324,0.097,0.108666667
2017/2/1,2017,2,38,Mexico,1,2116,106.3532039,1.6958,17.9492,13.2426,70.8764,0.5158,124777324,0.064,0.108666667
2017/3/1,2017,3,39,Mexico,1,2753,106.3532039,2.2063,19.1569,37.2299,73.939,0.509,124777324,0.06,0.108666667
2017/4/1,2017,4,40,Mexico,1,2419,106.3532039,1.9387,20.9298,27.0561,69.4952,0.649,124777324,0.058,0.108666667
2017/5/1,2017,5,41,Mexico,1,3111,106.3532039,2.4932,22.5754,73.9261,76.6103,0.5506,124777324,0.208,0.108666667
2017/6/1,2017,6,42,Mexico,1,5440,106.3532039,4.3598,22.7002,155.1894,83.0707,0.43,124777324,0.202,0.108666667
2017/7/1,2017,7,43,Mexico,1,6406,106.3532039,5.1339,21.3942,188.0832,87.9109,0.2968,124777324,0.389,0.108666667
2017/8/1,2017,8,44,Mexico,1,8844,106.3532039,7.0878,21.8623,186.4169,87.7235,0.3048,124777324,0.396,0.108666667
2017/9/1,2017,9,45,Mexico,1,16492,106.3532039,13.2171,20.8272,237.6828,88.5654,0.2605,124777324,0.381,0.108666667
2017/10/1,2017,10,46,Mexico,1,21107,106.3532039,16.9157,19.5441,99.2051,85.0938,0.3052,124777324,0.37,0.108666667
2017/11/1,2017,11,47,Mexico,1,15845,106.3532039,12.6986,17.6953,12.2099,80.1296,0.3474,124777324,0.359,0.108666667
2017/12/1,2017,12,48,Mexico,1,3709,106.3532039,2.9725,15.3795,18.6118,77.5671,0.347,124777324,0.057,0.108666667
2018/1/1,2018,1,49,Mexico,1,1166,72.04273635,0.924,14.4517,36.8806,75.8438,0.3624,126190788,-0.057,0.14
2018/2/1,2018,2,50,Mexico,1,1531,72.04273635,1.2132,17.9167,28.3783,76.9506,0.4092,126190788,0.094,0.14
2018/3/1,2018,3,51,Mexico,1,1859,72.04273635,1.4732,19.8429,24.4037,71.0928,0.5703,126190788,0.07,0.14
2018/4/1,2018,4,52,Mexico,1,2163,72.04273635,1.7141,20.715,55.4504,73.7904,0.5532,126190788,0.127,0.14
2018/5/1,2018,5,53,Mexico,1,2776,72.04273635,2.1998,22.2843,70.045,79.0182,0.4998,126190788,0.223,0.14
2018/6/1,2018,6,54,Mexico,1,4606,72.04273635,3.65,21.944,196.5007,84.3744,0.3918,126190788,0.102,0.14
2018/7/1,2018,7,55,Mexico,1,5421,72.04273635,4.2959,21.971,100.7525,85.1683,0.3734,126190788,0.145,0.14
2018/8/1,2018,8,56,Mexico,1,5733,72.04273635,4.5431,21.4046,180.019,87.251,0.3121,126190788,0.161,0.14
2018/9/1,2018,9,57,Mexico,1,15353,72.04273635,12.1665,20.9093,187.4777,89.1385,0.245,126190788,0.132,0.14
2018/10/1,2018,10,58,Mexico,1,20296,72.04273635,16.0836,19.5375,143.6745,88.0738,0.2385,126190788,0.226,0.14
2018/11/1,2018,11,59,Mexico,1,12954,72.04273635,10.2654,16.8968,67.6077,82.6736,0.2921,126190788,0.295,0.14
2018/12/1,2018,12,60,Mexico,1,4890,72.04273635,3.8751,15.442,22.864,79.5524,0.3124,126190788,0.324,0.14
2019/1/1,2019,1,61,Mexico,1,2987,62.30328298,2.3414,15.6088,22.7222,77.4468,0.35,127575529,0.445,0.487666667
2019/2/1,2019,2,62,Mexico,1,3116,62.30328298,2.4425,18.0267,15.1215,74.3743,0.4528,127575529,0.423,0.487666667
2019/3/1,2019,3,63,Mexico,1,3624,62.30328298,2.8407,19.2378,23.0679,73.5303,0.5127,127575529,0.36,0.487666667
2019/4/1,2019,4,64,Mexico,1,2659,62.30328298,2.0843,21.0397,16.2033,68.6612,0.6592,127575529,0.577,0.487666667
2019/5/1,2019,5,65,Mexico,1,5372,62.30328298,4.2108,22.8472,46.389,73.7852,0.607,127575529,0.526,0.487666667
2019/6/1,2019,6,66,Mexico,1,9032,62.30328298,7.0797,22.6299,134.2566,84.3994,0.3927,127575529,0.607,0.487666667
2019/7/1,2019,7,67,Mexico,1,14664,62.30328298,11.4944,21.8029,153.9321,85.8013,0.3583,127575529,0.583,0.487666667
2019/8/1,2019,8,68,Mexico,1,31967,62.30328298,25.0573,22.3792,130.2842,86.7318,0.3503,127575529,0.576,0.487666667
2019/9/1,2019,9,69,Mexico,1,59903,62.30328298,46.9549,21.2923,184.2522,88.2373,0.2705,127575529,0.364,0.487666667
2019/10/1,2019,10,70,Mexico,1,75407,62.30328298,59.1077,20.0769,153.7421,85.9118,0.2902,127575529,0.467,0.487666667
2019/11/1,2019,11,71,Mexico,1,41869,62.30328298,32.819,18.1466,56.1172,84.1201,0.2913,127575529,0.507,0.487666667
2019/12/1,2019,12,72,Mexico,1,17143,62.30328298,13.4375,16.07,21.366,79.5215,0.3271,127575529,0.551,0.487666667
2014/1/1,2014,1,1,Vietnam,2,2370,58.30410543,2.5841,19.6806,19.1795,84.9908,0.3081,91714595,0.12,0.262666667
2014/2/1,2014,2,2,Vietnam,2,1411,58.30410543,1.5385,20.7359,20.7557,86.2464,0.289,91714595,0.065,0.262666667
2014/3/1,2014,3,3,Vietnam,2,1242,58.30410543,1.3542,23.5019,41.4528,86.8608,0.3503,91714595,0.118,0.262666667
2014/4/1,2014,4,4,Vietnam,2,1242,58.30410543,1.3542,26.3161,127.5649,88.0654,0.344,91714595,0.26,0.262666667
2014/5/1,2014,5,5,Vietnam,2,1354,58.30410543,1.4763,27.9231,157.0857,85.4262,0.4526,91714595,0.41,0.262666667
2014/6/1,2014,6,6,Vietnam,2,1354,58.30410543,1.4763,27.584,266.0777,87.3967,0.387,91714595,0.418,0.262666667
2014/7/1,2014,7,7,Vietnam,2,3555,58.30410543,3.8762,26.9035,318.0786,89.281,0.3122,91714595,0.276,0.262666667
2014/8/1,2014,8,8,Vietnam,2,2540,58.30410543,2.7695,26.5314,269.245,89.9123,0.2914,91714595,0.283,0.262666667
2014/9/1,2014,9,9,Vietnam,2,3217,58.30410543,3.5076,26.2809,243.7359,90.6361,0.2616,91714595,0.295,0.262666667
2014/10/1,2014,10,10,Vietnam,2,4712,58.30410543,5.1377,25.0467,191.1045,89.6589,0.2675,91714595,0.42,0.262666667
2014/11/1,2014,11,11,Vietnam,2,4712,58.30410543,5.1377,23.653,114.3976,89.0548,0.2593,91714595,0.383,0.262666667
2014/12/1,2014,12,12,Vietnam,2,4430,58.30410543,4.8302,20.4473,100.5163,83.4373,0.3322,91714595,0.37,0.262666667
2015/1/1,2015,1,13,Vietnam,2,1623,34.72511654,1.7512,20.2428,41.4621,87.178,0.2707,92677076,0.164,0.398333333
2015/2/1,2015,2,14,Vietnam,2,3640,34.72511654,3.9276,21.7376,22.8495,86.0942,0.3149,92677076,0.151,0.398333333
2015/3/1,2015,3,15,Vietnam,2,3564,34.72511654,3.8456,24.3114,39.5873,85.9744,0.3788,92677076,0.321,0.398333333
2015/4/1,2015,4,16,Vietnam,2,1731,34.72511654,1.8678,26.0429,81.4872,84.5427,0.4358,92677076,0.388,0.398333333
2015/5/1,2015,5,17,Vietnam,2,1983,34.72511654,2.1397,28.7074,150.0986,83.9561,0.517,92677076,0.486,0.398333333
2015/6/1,2015,6,18,Vietnam,2,2377,34.72511654,2.5648,28.1651,212.0271,84.9151,0.479,92677076,0.553,0.398333333
2015/7/1,2015,7,19,Vietnam,2,3794,34.72511654,4.0938,27.2731,233.7108,86.4535,0.416,92677076,0.561,0.398333333
2015/8/1,2015,8,20,Vietnam,2,6298,34.72511654,6.7956,27.0893,255.8583,89.344,0.3174,92677076,0.682,0.398333333
2015/9/1,2015,9,21,Vietnam,2,7783,34.72511654,8.398,26.3499,308.4175,90.8218,0.2571,92677076,0.724,0.398333333
2015/10/1,2015,10,22,Vietnam,2,18754,34.72511654,20.2359,25.284,177.583,89.6418,0.2711,92677076,0.851,0.398333333
2015/11/1,2015,11,23,Vietnam,2,20910,34.72511654,22.5622,24.4729,144.3257,89.4095,0.2613,92677076,0.762,0.398333333
2015/12/1,2015,12,24,Vietnam,2,17033,34.72511654,18.3789,21.6244,80.9889,86.4833,0.2919,92677076,0.898,0.398333333
2016/1/1,2016,1,25,Vietnam,2,13086,105.1867454,13.975,21.5098,61.9148,86.7504,0.3039,93638724,0.968,0.878666667
2016/2/1,2016,2,26,Vietnam,2,3881,105.1867454,4.1447,20.847,20.8587,81.2676,0.4108,93638724,0.757,0.878666667
2016/3/1,2016,3,27,Vietnam,2,4575,105.1867454,4.8858,23.4562,21.8332,85.6344,0.3641,93638724,0.997,0.878666667
2016/4/1,2016,4,28,Vietnam,2,3899,105.1867454,4.1639,26.9178,34.916,86.4225,0.406,93638724,0.937,0.878666667
2016/5/1,2016,5,29,Vietnam,2,5973,105.1867454,6.3788,27.9697,193.7917,85.4239,0.4502,93638724,0.702,0.878666667
2016/6/1,2016,6,30,Vietnam,2,5225,105.1867454,5.58,27.9279,203.5682,86.4807,0.4244,93638724,0.387,0.878666667
2016/7/1,2016,7,31,Vietnam,2,10318,105.1867454,11.0189,27.5166,245.1087,88.0771,0.3655,93638724,0.261,0.878666667
2016/8/1,2016,8,32,Vietnam,2,16547,105.1867454,17.6711,27.06,309.516,89.445,0.3124,93638724,0.379,0.878666667
2016/9/1,2016,9,33,Vietnam,2,15700,105.1867454,16.7666,26.3722,283.6803,90.5409,0.2675,93638724,0.111,0.878666667
2016/10/1,2016,10,34,Vietnam,2,16021,105.1867454,17.1094,25.4218,303.1817,90.0296,0.2643,93638724,0.105,0.878666667
2016/11/1,2016,11,35,Vietnam,2,15629,105.1867454,16.6907,23.7592,165.9484,88.6483,0.2662,93638724,0.191,0.878666667
2016/12/1,2016,12,36,Vietnam,2,11166,105.1867454,11.9246,22.1418,167.5261,85.994,0.3021,93638724,0.214,0.878666667
2017/1/1,2017,1,37,Vietnam,2,6565,130.4171979,6.94,22.0002,112.2407,87.6992,0.2815,94596642,0.097,0.108666667
2017/2/1,2017,2,38,Vietnam,2,5447,130.4171979,5.7581,22.0323,51.1283,84.8434,0.3359,94596642,0.064,0.108666667
2017/3/1,2017,3,39,Vietnam,2,9434,130.4171979,9.9729,23.974,79.6875,86.711,0.3457,94596642,0.06,0.108666667
2017/4/1,2017,4,40,Vietnam,2,10379,130.4171979,10.9718,25.8403,117.0303,87.0918,0.3541,94596642,0.058,0.108666667
2017/5/1,2017,5,41,Vietnam,2,12127,130.4171979,12.8197,26.8226,250.461,88.2075,0.3381,94596642,0.208,0.108666667
2017/6/1,2017,6,42,Vietnam,2,16952,130.4171979,17.9203,27.7414,237.7742,87.1571,0.4,94596642,0.202,0.108666667
2017/7/1,2017,7,43,Vietnam,2,23654,130.4171979,25.0051,26.6982,327.9659,90.2209,0.2828,94596642,0.389,0.108666667
2017/8/1,2017,8,44,Vietnam,2,28370,130.4171979,29.9905,26.8488,307.3501,90.5203,0.2796,94596642,0.396,0.108666667
2017/9/1,2017,9,45,Vietnam,2,34329,130.4171979,36.2899,26.7899,242.6493,90.9011,0.2614,94596642,0.381,0.108666667
2017/10/1,2017,10,46,Vietnam,2,17313,130.4171979,18.3019,24.7496,296.101,89.2679,0.2705,94596642,0.37,0.108666667
2017/11/1,2017,11,47,Vietnam,2,12602,130.4171979,13.3218,23.2917,187.9948,87.2532,0.2897,94596642,0.359,0.108666667
2017/12/1,2017,12,48,Vietnam,2,5450,130.4171979,5.7613,20.8152,105.5905,82.8982,0.3498,94596642,0.057,0.108666667
2018/1/1,2018,1,49,Vietnam,2,7044,193.7563492,7.3728,21.2331,67.7832,87.0723,0.2703,95540395,-0.057,0.14
2018/2/1,2018,2,50,Vietnam,2,3441,193.7563492,3.6016,21.0391,19.6318,82.4334,0.3665,95540395,0.094,0.14
2018/3/1,2018,3,51,Vietnam,2,3452,193.7563492,3.6131,24.1807,47.1138,85.9646,0.3664,95540395,0.07,0.14
2018/4/1,2018,4,52,Vietnam,2,3011,193.7563492,3.1515,25.6699,89.4512,85.2051,0.4133,95540395,0.127,0.14
2018/5/1,2018,5,53,Vietnam,2,3573,193.7563492,3.7398,27.5728,190.8879,87.3188,0.381,95540395,0.223,0.14
2018/6/1,2018,6,54,Vietnam,2,7437,193.7563492,7.7841,27.4856,221.008,87.2278,0.3905,95540395,0.102,0.14
2018/7/1,2018,7,55,Vietnam,2,9417,193.7563492,9.8566,26.921,367.0835,88.6952,0.3434,95540395,0.145,0.14
2018/8/1,2018,8,56,Vietnam,2,16874,193.7563492,17.6616,26.5555,387.4509,90.5246,0.272,95540395,0.161,0.14
2018/9/1,2018,9,57,Vietnam,2,16894,193.7563492,17.6826,26.1176,245.909,90.5391,0.2633,95540395,0.132,0.14
2018/10/1,2018,10,58,Vietnam,2,20195,193.7563492,21.1377,25.0425,180.3402,89.2206,0.2794,95540395,0.226,0.14
2018/11/1,2018,11,59,Vietnam,2,20195,193.7563492,21.1377,24.0265,135.9879,89.2421,0.2666,95540395,0.295,0.14
2018/12/1,2018,12,60,Vietnam,2,12832,193.7563492,13.431,22.2709,141.9373,88.8615,0.254,95540395,0.324,0.14
2019/1/1,2019,1,61,Vietnam,2,15540,132.5952232,16.11,21.3987,59.4481,85.851,0.3216,96462106,0.445,0.487666667
2019/2/1,2019,2,62,Vietnam,2,22572,132.5952232,23.3999,23.8847,27.4057,86.6497,0.3498,96462106,0.423,0.487666667
2019/3/1,2019,3,63,Vietnam,2,10562,132.5952232,10.9494,24.8385,43.7547,87.0393,0.355,96462106,0.36,0.487666667
2019/4/1,2019,4,64,Vietnam,2,9206,132.5952232,9.5436,27.5318,83.0246,86.0385,0.4296,96462106,0.577,0.487666667
2019/5/1,2019,5,65,Vietnam,2,12611,132.5952232,13.0735,27.4936,199.3009,86.952,0.3995,96462106,0.526,0.487666667
2019/6/1,2019,6,66,Vietnam,2,35246,132.5952232,36.5387,28.4363,192.3104,86.5986,0.435,96462106,0.607,0.487666667
2019/7/1,2019,7,67,Vietnam,2,27514,132.5952232,28.5231,27.7245,221.3838,87.3997,0.3941,96462106,0.583,0.487666667
2019/8/1,2019,8,68,Vietnam,2,34400,132.5952232,35.6617,26.8849,344.3754,89.6592,0.3062,96462106,0.576,0.487666667
2019/9/1,2019,9,69,Vietnam,2,38160,132.5952232,39.5596,26.1117,246.009,89.4375,0.293,96462106,0.364,0.487666667
2019/10/1,2019,10,70,Vietnam,2,36052,132.5952232,37.3743,25.1433,175.7269,89.0354,0.2862,96462106,0.467,0.487666667
2019/11/1,2019,11,71,Vietnam,2,47261,132.5952232,48.9944,23.1965,112.7175,87.2066,0.3004,96462106,0.507,0.487666667
2019/12/1,2019,12,72,Vietnam,2,31578,132.5952232,32.7362,21.2279,25.0819,84.1848,0.3341,96462106,0.551,0.487666667
2014/1/1,2014,1,1,Laos,3,68,683.1206744,1.0241,17.7847,1.8494,86.4502,0.247,6639756,0.12,0.262666667
2014/2/1,2014,2,2,Laos,3,105,683.1206744,1.5814,21.26,6.2515,84.1715,0.3487,6639756,0.065,0.262666667
2014/3/1,2014,3,3,Laos,3,184,683.1206744,2.7712,24.7975,25.7548,83.317,0.4487,6639756,0.118,0.262666667
2014/4/1,2014,4,4,Laos,3,120,683.1206744,1.8073,25.8804,134.1346,87.1749,0.3627,6639756,0.26,0.262666667
2014/5/1,2014,5,5,Laos,3,232,683.1206744,3.4941,26.4254,150.6825,88.0762,0.3449,6639756,0.41,0.262666667
2014/6/1,2014,6,6,Laos,3,210,683.1206744,3.1628,25.5905,348.8337,92.0628,0.2182,6639756,0.418,0.262666667
2014/7/1,2014,7,7,Laos,3,216,683.1206744,3.2531,24.6175,434.1105,94.5266,0.1414,6639756,0.276,0.262666667
2014/8/1,2014,8,8,Laos,3,205,683.1206744,3.0875,24.512,333.7451,94.2363,0.1499,6639756,0.283,0.262666667
2014/9/1,2014,9,9,Laos,3,184,683.1206744,2.7712,24.5578,247.833,94.3708,0.1461,6639756,0.295,0.262666667
2014/10/1,2014,10,10,Laos,3,90,683.1206744,1.3555,23.7204,75.2692,90.7889,0.2334,6639756,0.42,0.262666667
2014/11/1,2014,11,11,Laos,3,78,683.1206744,1.1747,22.7555,35.4582,89.6581,0.2528,6639756,0.383,0.262666667
2014/12/1,2014,12,12,Laos,3,30,683.1206744,0.4518,19.2238,13.4272,85.0835,0.2956,6639756,0.37,0.262666667
2015/1/1,2015,1,13,Laos,3,21,25.8443232,0.3115,18.5081,27.5106,86.0095,0.2697,6741164,0.164,0.398333333
2015/2/1,2015,2,14,Laos,3,56,25.8443232,0.8307,21.4466,19.1236,84.6976,0.3471,6741164,0.151,0.398333333
2015/3/1,2015,3,15,Laos,3,45,25.8443232,0.6675,25.0397,42.4051,83.4842,0.4495,6741164,0.321,0.398333333
2015/4/1,2015,4,16,Laos,3,78,25.8443232,1.1571,25.778,73.6969,82.2233,0.5089,6741164,0.388,0.398333333
2015/5/1,2015,5,17,Laos,3,59,25.8443232,0.8752,26.9468,137.6946,87.1431,0.3822,6741164,0.486,0.398333333
2015/6/1,2015,6,18,Laos,3,231,25.8443232,3.4267,26.3724,197.1547,89.596,0.3001,6741164,0.553,0.398333333
2015/7/1,2015,7,19,Laos,3,251,25.8443232,3.7234,24.9614,436.1691,91.9385,0.227,6741164,0.561,0.398333333
2015/8/1,2015,8,20,Laos,3,314,25.8443232,4.6579,24.9618,378.9649,94.1745,0.1568,6741164,0.682,0.398333333
2015/9/1,2015,9,21,Laos,3,259,25.8443232,3.8421,24.8813,248.2708,93.5617,0.1698,6741164,0.724,0.398333333
2015/10/1,2015,10,22,Laos,3,285,25.8443232,4.2278,23.6352,143.2877,92.0098,0.1991,6741164,0.851,0.398333333
2015/11/1,2015,11,23,Laos,3,176,25.8443232,2.6108,23.5162,44.6677,90.2404,0.2476,6741164,0.762,0.398333333
2015/12/1,2015,12,24,Laos,3,175,25.8443232,2.596,20.8477,37.6941,87.4962,0.2786,6741164,0.898,0.398333333
2016/1/1,2016,1,25,Laos,3,96,28.95642355,1.4023,19.8184,50.4667,87.1922,0.2681,6845846,0.968,0.878666667
2016/2/1,2016,2,26,Laos,3,82,28.95642355,1.1978,19.3182,7.1003,81.918,0.361,6845846,0.757,0.878666667
2016/3/1,2016,3,27,Laos,3,59,28.95642355,0.8618,24.4974,7.7593,80.1013,0.5302,6845846,0.997,0.878666667
2016/4/1,2016,4,28,Laos,3,105,28.95642355,1.5338,27.5956,44.1504,79.836,0.6366,6845846,0.937,0.878666667
2016/5/1,2016,5,29,Laos,3,398,28.95642355,5.8137,26.5966,215.5059,87.9355,0.3544,6845846,0.702,0.878666667
2016/6/1,2016,6,30,Laos,3,690,28.95642355,10.0791,25.8916,266.0814,91.6305,0.2331,6845846,0.387,0.878666667
2016/7/1,2016,7,31,Laos,3,835,28.95642355,12.1972,25.0812,288.0278,93.1915,0.1824,6845846,0.261,0.878666667
2016/8/1,2016,8,32,Laos,3,754,28.95642355,11.014,24.9604,417.0863,94.3092,0.1523,6845846,0.379,0.878666667
2016/9/1,2016,9,33,Laos,3,645,28.95642355,9.4218,24.6523,320.2974,94.0907,0.1549,6845846,0.111,0.878666667
2016/10/1,2016,10,34,Laos,3,894,28.95642355,13.059,24.5423,143.5713,92.1681,0.2048,6845846,0.105,0.878666667
2016/11/1,2016,11,35,Laos,3,715,28.95642355,10.4443,22.8281,90.6593,89.9624,0.2405,6845846,0.191,0.878666667
2016/12/1,2016,12,36,Laos,3,244,28.95642355,3.5642,20.3858,31.0148,86.5724,0.2824,6845846,0.214,0.878666667
2017/1/1,2017,1,37,Laos,3,283,82.04975689,4.0702,21.1302,38.536,86.2506,0.311,6953035,0.097,0.108666667
2017/2/1,2017,2,38,Laos,3,155,82.04975689,2.2292,21.4021,8.6271,82.7054,0.3901,6953035,0.064,0.108666667
2017/3/1,2017,3,39,Laos,3,94,82.04975689,1.3519,24.3169,86.6556,84.184,0.4101,6953035,0.06,0.108666667
2017/4/1,2017,4,40,Laos,3,195,82.04975689,2.8045,25.5008,97.6679,86.139,0.387,6953035,0.058,0.108666667
2017/5/1,2017,5,41,Laos,3,832,82.04975689,11.966,25.708,254.4808,89.3564,0.295,6953035,0.208,0.108666667
2017/6/1,2017,6,42,Laos,3,1489,82.04975689,21.4151,25.8797,258.639,90.8174,0.2555,6953035,0.202,0.108666667
2017/7/1,2017,7,43,Laos,3,2692,82.04975689,38.7169,24.4975,486.684,94.4514,0.1425,6953035,0.389,0.108666667
2017/8/1,2017,8,44,Laos,3,1968,82.04975689,28.3042,25.0166,336.1109,94.1993,0.1565,6953035,0.396,0.108666667
2017/9/1,2017,9,45,Laos,3,1539,82.04975689,22.1342,25.0677,263.4668,93.8108,0.1656,6953035,0.381,0.108666667
2017/10/1,2017,10,46,Laos,3,1055,82.04975689,15.1732,23.649,187.0294,91.4338,0.2114,6953035,0.37,0.108666667
2017/11/1,2017,11,47,Laos,3,518,82.04975689,7.45,22.1447,62.9628,88.1749,0.2728,6953035,0.359,0.108666667
2017/12/1,2017,12,48,Laos,3,219,82.04975689,3.1497,19.2782,28.1749,85.4327,0.2844,6953035,0.057,0.108666667
2018/1/1,2018,1,49,Laos,3,39,160.203422,0.5523,20.2791,24.53,85.6875,0.3014,7061507,-0.057,0.14
2018/2/1,2018,2,50,Laos,3,24,160.203422,0.3399,20.6741,18.2553,82.3227,0.3752,7061507,0.094,0.14
2018/3/1,2018,3,51,Laos,3,71,160.203422,1.0055,23.3132,47.8739,84.2864,0.3853,7061507,0.07,0.14
2018/4/1,2018,4,52,Laos,3,50,160.203422,0.7081,24.9922,113.7718,84.8498,0.4106,7061507,0.127,0.14
2018/5/1,2018,5,53,Laos,3,108,160.203422,1.5294,25.6633,202.9963,89.4579,0.2892,7061507,0.223,0.14
2018/6/1,2018,6,54,Laos,3,343,160.203422,4.8573,25.2743,342.9772,92.4321,0.2028,7061507,0.102,0.14
2018/7/1,2018,7,55,Laos,3,1967,160.203422,27.8552,24.5943,602.5274,93.8283,0.1635,7061507,0.145,0.14
2018/8/1,2018,8,56,Laos,3,734,160.203422,10.3944,24.2996,484.1856,94.73,0.1355,7061507,0.161,0.14
2018/9/1,2018,9,57,Laos,3,621,160.203422,8.7942,24.8654,205.7527,93.6474,0.1692,7061507,0.132,0.14
2018/10/1,2018,10,58,Laos,3,554,160.203422,7.8454,24.1884,71.9219,90.7176,0.2417,7061507,0.226,0.14
2018/11/1,2018,11,59,Laos,3,482,160.203422,6.8257,22.8746,32.5277,88.8418,0.2756,7061507,0.295,0.14
2018/12/1,2018,12,60,Laos,3,225,160.203422,3.1863,21.4358,27.6391,87.2763,0.291,7061507,0.324,0.14
2019/1/1,2019,1,61,Laos,3,545,87.99821341,7.6017,20.973,21.2369,85.6053,0.3242,7169455,0.445,0.487666667
