"","t2m","tp","rh","svpd"
"1",0.400097368862763,0.0329393122613455,-0.265675825797496,0.0361288202040768
"2",0.202593952785703,-0.0288817358961069,-0.417677990874038,-0.290141941621294
"3",-0.103325894011289,0.294043892358166,0.172157340293968,-0.0262358316789854
"4",0.594746953468299,-0.0108916272965291,0.290104822049209,0.432172373837614
"5",0.330704482578028,-0.523866677960375,0.0204087925073064,-0.116164356486717
"6",0.348657502145841,-0.190041461670694,-0.121456823658259,0.0326580486112074
"7",0.428162008606297,0.180049147643564,0.301388487250714,0.227931210975607
"8",0.278143416286077,0.11996929410281,-0.0107211271901873,0.118364551600368
"9",0.00137253361073542,0.192260049680518,-0.0995017040540589,-0.0650690491411837
"10",0.254383157431349,-0.204425004528357,0.143370258815651,0.435601134305972
"11",-0.0892490577855701,-0.206967009960955,-0.268338339766364,0.323374431836591
"12",-0.0772698669539016,-0.12536497761205,-0.0828640210977368,0.260396654004596
"13",-0.156756140514517,0.111382102150267,-0.187750845750818,0.0191291750228945
"14",0.283105940161016,0.128632073509229,-0.192863829432058,0.0475889926545379
"15",-0.123659431531312,-0.238199963945491,0.191456996253239,0.0466125241142431
"16",0.107376995172309,0.290035758232315,0.322927015253229,-0.00464823330272771
"17",0.0983882891648667,-0.324334423430838,0.102195792765175,-0.11441904317857
"18",0.0535873856740516,0.100681225917281,0.382239291995047,0.0428343568058098
"19",0.211334457693093,-0.00483982556928369,0.267801936613613,-0.116857887786579
"20",-0.00147294425240951,-0.170738322543247,0.532683471142654,0.111322955507819
"21",0.256581520005653,-0.104949501052031,0.0148611376495391,-0.121798696242139
"22",0.121594348274115,-0.228716082813478,0.184861630186153,-0.228613491937356
"23",0.0422670656344363,0.0720523168482123,0.0544062544318621,0.30095716830313
"24",-0.286645227504886,0.0340398129791762,0.174982071716939,0.109697105699357
"25",-0.320516436638931,-0.146674100343178,0.214016698719721,-0.0538644490415362
"26",0.00867290341913986,0.126185665297494,-0.209390833582622,-0.00257846067283806
"27",0.145701822783406,0.369406807414482,-0.0635710987983474,-0.130818221295538
"28",0.292973408599621,0.312407856009823,0.0890898876981753,0.102996548750983
"29",-0.0576501789325553,-0.198366049331769,-0.141090019095606,0.248266535075183
"30",0.281605204385276,0.0613937840946482,-0.132535193055862,-0.090685139145072
"31",0.484284853963878,-0.0889029741754271,0.1309079487867,0.264667534150166
"32",0.116957584752897,-0.233207226777959,-0.0829816469188561,0.124594892222892
"33",0.458217204553676,-0.307801333519407,-0.0428242903074582,-0.203311016086316
"34",0.534442960095161,-0.205174332531535,0.195498589567804,-0.0218632895112589
"35",0.371494586350043,0.172019689155564,-0.0652250486163406,0.243042457663811
"36",0.233789097561766,0.275712546746849,0.402013007650147,0.474691534905505
"37",0.0543710920019223,0.0619618984362043,-0.191661536484385,0.257394646027216
"38",0.330779023673134,0.248703653910194,-0.293640949153678,-0.0228900757012838
"39",0.341961527539297,-0.0423996175525919,-0.0354982930258297,0.113751031042385
"40",0.157938858821526,0.0497395906664392,0.344053451753156,0.387687577277768
"41",0.252519133250096,0.014765007630704,-0.203491631440148,0.305578884279239
"42",0.0746093814351875,0.25589096626154,0.0524890007484359,0.217416021750528
"43",0.300751074474286,-0.108972237139542,0.237817906950963,-0.404265939195672
"44",-0.0535628304099966,-0.0715429328068855,0.0285633211189496,0.129460763645093
"45",0.308662576839948,0.166216841148185,-0.347443896051543,0.0735489085302467
"46",0.327664852711967,0.36246850783376,-0.52755363351275,-0.185353891501119
"47",0.0104704954594013,0.0719543770529807,0.132919602292024,0.218851237926308
"48",-0.256145573565356,0.0460326619682179,0.211693942295753,0.0510379679224318
"49",0.176638295014677,-0.0361421798001492,0.254863105111311,-0.0701571541966424
"50",0.00552510637181157,0.179837212326989,0.234636126179156,0.33963091749402
"51",0.195944742243059,0.264651958644586,-0.093447504840726,0.0978230082267631
"52",-0.0595087470814518,0.173569706480591,0.0121575569156907,0.26205131492291
"53",0.176802088049739,-0.000796243181156549,0.114539308423959,0.00954684494140941
"54",0.178567139925027,0.0603915492365433,-0.0743253588897017,0.25695231712603
"55",0.326726802802179,-0.0484379239430249,-0.0825807305871968,0.191989184518272
"56",-0.0448310316735565,-0.0133213237223603,-0.212958256348519,-0.229234013047447
"57",0.345932967030702,0.157246783690056,0.176525116078892,0.144119365171914
"58",-0.187095418586843,-0.338342668975937,0.109166775013835,0.23026922102152
"59",0.202486061125193,0.0385522456449476,0.0558355503704282,0.17332515303904
"60",0.129818452112476,0.0709979271115393,0.154740466165896,0.0800794536895836
"61",0.154902725609758,0.169256233254516,-0.130800413803224,-0.0374131676930017
"62",0.247899193418929,0.11757480260837,-0.0232259352556296,0.290270135815297
"63",-0.282207135680505,-0.0640041376263367,0.156948167070513,-0.173563205823251
"64",-0.00669555224791327,0.336074852269304,-0.10714141600486,0.0200456608386138
"65",0.180804194223313,0.178968997539213,-0.084696567127689,0.387291941873172
"66",0.363513261865125,0.374043825583296,0.12904772303214,-0.0856692608024879
"67",-0.0334791217475074,-0.1318464052867,-0.110018405551026,-0.074811360821384
"68",0.269618694959692,0.193002227565254,0.476240153945638,0.492259060116342
"69",-0.313640673094362,0.315277263525186,0.255342148337102,-0.380741180162356
"70",-0.0204249694610832,0.311493998041919,0.4539406603488,-0.29676565182026
